	Kingdom	Phylum	Class	Order	Family	Genus	ASV
ASV2665	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter	ASV2665
ASV2666	Bacteria	NA	NA	NA	NA	NA	ASV2666
ASV2667	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA	ASV2667
ASV2668	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	NA	NA	ASV2668
ASV2669	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group	ASV2669
ASV2670	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA	ASV2670
ASV2671	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA	ASV2671
ASV2672	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	DEV007	NA	ASV2672
ASV2673	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	OM60(NOR5)_clade	ASV2673
ASV2674	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NA	ASV2674
ASV2675	Bacteria	Dadabacteria	Dadabacteriia	Dadabacteriales	NA	NA	ASV2675
ASV2676	Eukaryota	NA	NA	NA	NA	NA	ASV2676
ASV2677	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NA	ASV2677
ASV2678	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Candidatus_Carsonella	ASV2678
ASV2679	Eukaryota	NA	NA	NA	NA	NA	ASV2679
ASV2680	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	ASV2680
ASV2681	Bacteria	Chloroflexi	KD4-96	NA	NA	NA	ASV2681
ASV2682	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	ASV2682
ASV2683	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA	ASV2683
ASV2684	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ia	ASV2684
ASV2685	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA	ASV2685
ASV2686	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV2686
ASV2687	Bacteria	NA	NA	NA	NA	NA	ASV2687
ASV2688	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	ASV2688
ASV2689	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS3a_marine_group	ASV2689
ASV2690	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodovibrionales	Kiloniellaceae	NA	ASV2690
ASV2691	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	ASV2691
ASV2692	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	NA	ASV2692
ASV2693	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Wenyingzhuangia	ASV2693
ASV2694	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Winogradskyella	ASV2694
ASV2695	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	ASV2695
ASV2696	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	ASV2696
ASV2697	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Kordia	ASV2697
ASV2698	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Robiginitalea	ASV2698
ASV2699	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	ASV2699
ASV2700	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	ASV2700
ASV2701	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA	ASV2701
ASV2702	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group	ASV2702
ASV2703	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Candidatus_Bacilloplasma	ASV2703
ASV2704	Bacteria	Proteobacteria	Gammaproteobacteria	BD7-8	NA	NA	ASV2704
ASV2705	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group	ASV2705
ASV2706	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	NA	ASV2706
ASV2707	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Rubinisphaeraceae	Rubinisphaera	ASV2707
ASV2708	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Rubinisphaeraceae	Fuerstia	ASV2708
ASV2709	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	ASV2709
ASV2710	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Tropicimonas	ASV2710
ASV2711	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	ASV2711
ASV2712	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Saccharospirillaceae	NA	ASV2712
ASV2713	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA	ASV2713
ASV2714	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Parvularculaceae	NA	ASV2714
ASV2715	Bacteria	Bacteroidetes	Bacteroidia	NA	NA	NA	ASV2715
ASV2716	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto_6	ASV2716
ASV2717	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	NA	ASV2717
ASV2718	Archaea	Euryarchaeota	Thermoplasmata	Marine_Group_II	NA	NA	ASV2718
ASV2719	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	ASV2719
ASV2720	Bacteria	Proteobacteria	Alphaproteobacteria	Holosporales	Holosporaceae	NA	ASV2720
ASV2721	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA	ASV2721
ASV2722	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	ASV2722
ASV2723	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Endozoicomonadaceae	Endozoicomonas	ASV2723
ASV2724	Bacteria	NA	NA	NA	NA	NA	ASV2724
ASV2725	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	NA	ASV2725
ASV2726	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	ASV2726
ASV2727	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Galbitalea	ASV2727
ASV2728	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Saccharospirillaceae	Oleispira	ASV2728
ASV2729	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	ASV2729
ASV2730	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV2730
ASV2731	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group	ASV2731
ASV2732	Bacteria	Acidobacteria	Blastocatellia_(Subgroup_4)	Blastocatellales	Blastocatellaceae	Blastocatella	ASV2732
ASV2733	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Candidatus_Carsonella	ASV2733
ASV2734	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	ASV2734
ASV2735	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA	ASV2735
ASV2736	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA	ASV2736
ASV2737	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	NA	NA	ASV2737
ASV2738	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV2738
ASV2739	Bacteria	Margulisbacteria	NA	NA	NA	NA	ASV2739
ASV2740	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA	ASV2740
ASV2741	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	S25-593	NA	ASV2741
ASV2742	Bacteria	NA	NA	NA	NA	NA	ASV2742
ASV2743	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA	ASV2743
ASV2744	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	NA	NA	ASV2744
ASV2745	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Blastopirellula	ASV2745
ASV2746	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV2746
ASV2747	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA	ASV2747
ASV2748	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	NA	ASV2748
ASV2749	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	ASV2749
ASV2750	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	ASV2750
ASV2751	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Tropicibacter	ASV2751
ASV2752	Bacteria	NA	NA	NA	NA	NA	ASV2752
ASV2753	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ib	ASV2753
ASV2754	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	NA	ASV2754
ASV2755	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Candidatus_Carsonella	ASV2755
ASV2756	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	NA	NA	ASV2756
ASV2757	Eukaryota	NA	NA	NA	NA	NA	ASV2757
ASV2758	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	NA	ASV2758
ASV2759	Bacteria	Bacteroidetes	Bacteroidia	NA	NA	NA	ASV2759
ASV2760	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	NA	ASV2760
ASV2761	Bacteria	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Thiovulaceae	Sulfurimonas	ASV2761
ASV2762	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	NA	ASV2762
ASV2763	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	ASV2763
ASV2764	Bacteria	Acidobacteria	Subgroup_9	NA	NA	NA	ASV2764
ASV2765	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV2765
ASV2766	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	SAR92_clade	ASV2766
ASV2767	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169_marine_group	NA	ASV2767
ASV2768	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	S25-593	NA	ASV2768
ASV2769	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV2769
ASV2770	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV2770
ASV2771	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	NA	ASV2771
ASV2772	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfofrigus	ASV2772
ASV2773	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA	ASV2773
ASV2774	Bacteria	Proteobacteria	NA	NA	NA	NA	ASV2774
ASV2775	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA	ASV2775
ASV2776	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	S25-593	NA	ASV2776
ASV2777	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV2777
ASV2778	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pirellula	ASV2778
ASV2779	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Synechococcus_CC9902	ASV2779
ASV2780	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV2780
ASV2781	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Midichloriaceae	NA	ASV2781
ASV2782	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodovibrionales	Kiloniellaceae	NA	ASV2782
ASV2783	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	ASV2783
ASV2784	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	ASV2784
ASV2785	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade	ASV2785
ASV2786	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Rubritalea	ASV2786
ASV2787	Bacteria	Proteobacteria	NA	NA	NA	NA	ASV2787
ASV2788	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	ASV2788
ASV2789	Bacteria	NA	NA	NA	NA	NA	ASV2789
ASV2790	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA	ASV2790
ASV2791	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	ASV2791
ASV2792	Bacteria	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter	ASV2792
ASV2793	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA	ASV2793
ASV2794	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	ASV2794
ASV2795	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169_marine_group	NA	ASV2795
ASV2796	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	NA	ASV2796
ASV2797	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV2797
ASV2798	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116_clade	NA	ASV2798
ASV2799	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	NA	ASV2799
ASV2800	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	NA	NA	ASV2800
ASV2801	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	NA	NA	ASV2801
ASV2802	Bacteria	Proteobacteria	NA	NA	NA	NA	ASV2802
ASV2803	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XII	Fusibacter	ASV2803
ASV2804	Bacteria	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter	ASV2804
ASV2805	Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4	NA	ASV2805
ASV2806	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	NA	NA	ASV2806
ASV2807	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV2807
ASV2808	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116_clade	NA	ASV2808
ASV2809	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Candidatus_Carsonella	ASV2809
ASV2810	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A_clade	NA	NA	ASV2810
ASV2811	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV2811
ASV2812	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA	ASV2812
ASV2813	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	ASV2813
ASV2814	Bacteria	Bacteroidetes	Bacteroidia	NA	NA	NA	ASV2814
ASV2815	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Thalassotalea	ASV2815
ASV2816	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116_clade	NA	ASV2816
ASV2817	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	ASV2817
ASV2818	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Catenococcus	ASV2818
ASV2819	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Sinomicrobium	ASV2819
ASV2820	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116_clade	NA	ASV2820
ASV2821	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	OM60(NOR5)_clade	ASV2821
ASV2822	Bacteria	NA	NA	NA	NA	NA	ASV2822
ASV2823	Bacteria	Proteobacteria	NA	NA	NA	NA	ASV2823
ASV2824	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA	ASV2824
ASV2825	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Halobacteriovorax	ASV2825
ASV2826	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus	ASV2826
ASV2827	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA	ASV2827
ASV2828	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	ASV2828
ASV2829	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter	ASV2829
ASV2830	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	ASV2830
ASV2831	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	CL500-3	ASV2831
ASV2832	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA	ASV2832
ASV2833	Bacteria	Actinobacteria	Actinobacteria	Frankiales	NA	NA	ASV2833
ASV2834	Bacteria	NA	NA	NA	NA	NA	ASV2834
ASV2835	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Haloferula	ASV2835
ASV2836	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	ASV2836
ASV2837	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Nitrincolaceae	NA	ASV2837
ASV2838	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV2838
ASV2839	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	NA	ASV2839
ASV2840	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	SAR92_clade	ASV2840
ASV2841	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	NA	ASV2841
ASV2842	Bacteria	Acidobacteria	Blastocatellia_(Subgroup_4)	Blastocatellales	Blastocatellaceae	NA	ASV2842
ASV2843	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	ASV2843
ASV2844	Archaea	NA	NA	NA	NA	NA	ASV2844
ASV2845	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	NA	ASV2845
ASV2846	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Amoebophilaceae	NA	ASV2846
ASV2847	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Candidatus_Thiobios	ASV2847
ASV2848	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	ASV2848
ASV2849	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	CL500-3	ASV2849
ASV2850	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA	ASV2850
ASV2851	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	ASV2851
ASV2852	Bacteria	Verrucomicrobia	Verrucomicrobiae	Arctic97B-4_marine_group	NA	NA	ASV2852
ASV2853	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA	ASV2853
ASV2854	Bacteria	Cyanobacteria	Oxyphotobacteria	Eurycoccales	Eurycoccales_Incertae_Sedis	Synechococcus_PCC-7336	ASV2854
ASV2855	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	NA	ASV2855
ASV2856	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Oscillatoriaceae	NA	ASV2856
ASV2857	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	ASV2857
ASV2858	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA	ASV2858
ASV2859	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Synechococcus_CC9902	ASV2859
ASV2860	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Catenococcus	ASV2860
ASV2861	Bacteria	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter	ASV2861
ASV2862	Bacteria	NA	NA	NA	NA	NA	ASV2862
ASV2863	Bacteria	Gemmatimonadetes	BD2-11_terrestrial_group	NA	NA	NA	ASV2863
ASV2864	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	ASV2864
ASV2865	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Candidatus_Carsonella	ASV2865
ASV2866	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA	ASV2866
ASV2867	Bacteria	NA	NA	NA	NA	NA	ASV2867
ASV2868	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA	ASV2868
ASV2869	Archaea	Euryarchaeota	Thermoplasmata	Marine_Group_II	NA	NA	ASV2869
ASV2870	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA	ASV2870
ASV2871	Bacteria	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Thiovulaceae	Sulfurimonas	ASV2871
ASV2872	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV2872
ASV2873	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Cetobacterium	ASV2873
ASV2874	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	CL500-3	ASV2874
ASV2875	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV2875
ASV2876	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zeaxanthinibacter	ASV2876
ASV2877	Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	NA	ASV2877
ASV2878	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter	ASV2878
ASV2879	Bacteria	Firmicutes	Clostridia	Clostridiales	Defluviitaleaceae	Defluviitalea	ASV2879
ASV2880	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	NA	NA	ASV2880
ASV2881	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	ASV2881
ASV2882	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA	ASV2882
ASV2883	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	NA	NA	ASV2883
ASV2884	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidetes_VC2.1_Bac22	NA	NA	ASV2884
ASV2885	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Alcanivorax	ASV2885
ASV2886	Bacteria	Proteobacteria	Gammaproteobacteria	Ga0077536	NA	NA	ASV2886
ASV2887	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	NA	ASV2887
ASV2888	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116_clade	Candidatus_Puniceispirillum	ASV2888
ASV2889	Bacteria	NA	NA	NA	NA	NA	ASV2889
ASV2890	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	NA	NA	ASV2890
ASV2891	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA	ASV2891
ASV2892	Bacteria	Proteobacteria	NA	NA	NA	NA	ASV2892
ASV2893	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	ASV2893
ASV2894	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter	ASV2894
ASV2895	Bacteria	NA	NA	NA	NA	NA	ASV2895
ASV2896	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	NA	ASV2896
ASV2897	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	NA	ASV2897
ASV2898	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV2898
ASV2899	Bacteria	Proteobacteria	Gammaproteobacteria	EC3	NA	NA	ASV2899
ASV2900	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA	ASV2900
ASV2901	Bacteria	Proteobacteria	NA	NA	NA	NA	ASV2901
ASV2902	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halioglobus	ASV2902
ASV2903	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	NA	ASV2903
ASV2904	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116_clade	NA	ASV2904
ASV2905	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA	ASV2905
ASV2906	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	NA	ASV2906
ASV2907	Bacteria	NA	NA	NA	NA	NA	ASV2907
ASV2908	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	HIMB11	ASV2908
ASV2909	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	ASV2909
ASV2910	Eukaryota	NA	NA	NA	NA	NA	ASV2910
ASV2911	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Gilvibacter	ASV2911
ASV2912	Bacteria	NA	NA	NA	NA	NA	ASV2912
ASV2913	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Endozoicomonadaceae	Endozoicomonas	ASV2913
ASV2914	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA	ASV2914
ASV2915	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV2915
ASV2916	Bacteria	NA	NA	NA	NA	NA	ASV2916
ASV2917	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA	ASV2917
ASV2918	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	ASV2918
ASV2919	Bacteria	Margulisbacteria	NA	NA	NA	NA	ASV2919
ASV2920	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ia	ASV2920
