""	"freq"	"prev"	"p.freq"	"p.prev"	"p"	"contaminant"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"ASV"	"100tiss"	"102tiss"	"103tiss"	"104tiss"	"105tiss"	"212tiss"	"214tiss"	"215tiss"	"217tiss"	"218tiss"	"219tiss"	"220tiss"	"222tiss"	"224tiss"	"225tis"	"227tiss"	"228tiss"	"229tiss"	"230tiss"	"232tiss"	"234tiss"	"235tiss"	"238tss"	"248tiss"	"250tiss"	"251tiss"	"253tiss"	"256tiss"	"259tiss"	"262tiss"	"264tiss"	"266tiss"	"75Ltiss"	"76Ltiss"	"77Ltiss"	"78Ltiss"	"79Ltiss"	"80Ltiss"	"81Ltiss"	"81tiss"	"82Ltiss"	"82tiss"	"83Ltiss"	"83tiss"	"84Ltiss"	"84tiss"	"85tiss"	"86tiss"	"87tiss"	"88tiss"	"89tiss"	"90tiss"	"91tiss"	"92tiss"	"93tiss"	"94tiss"	"95tiss"	"97tiss"	"98tiss"	"99tiss"	"meanabundance"
"ASV66"	0.00208561349898949	47	NA	0.0460879386859681	0.0460879386859681	TRUE	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"NS4_marine_group"	"ASV66"	0.00710946630307752	0.00174509127767851	0	0.00849739616410517	0.00153412443453747	0.00189816121715938	0.000365009177373603	0	0.000272283486006574	0.00118447580645161	0.00379991831951276	0.000221287895552113	0	0.00231997137547756	0	0.00452796964583312	0.00167860798362334	0.000277536441741481	0.00563070248197537	0.000749835973380823	0.00156849623038073	0.00118921214695264	0	0.00342177101810268	0.00205597436514846	0.00111108666475985	0.00296031764678242	0	0.0024083593375717	0	0	0.00161905863305193	0.00353519619661651	0.00163269394500927	0.000684854922569464	0.000723194517072954	0.00626623242775281	0.000934822124123604	0.000925402292941237	0	0.00180878221492438	0	0.000184409224559211	0	0.00344156598513011	0.00150737914675329	0	0.00592507014358805	0.00990862564557968	0.00325269098129376	0.00402628434886499	0.00119813343422878	0.00235896205669505	0	0.00403812803017836	0.000830415656701679	0.000381478558274138	0.00606925234548796	0.00392839443497601	0.00342872727981142	0.00208561349898949
"ASV68"	0.0020351884468791	30	NA	0.0427974899891821	0.0427974899891821	TRUE	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Cryomorphaceae"	NA	"ASV68"	0	0	0	0	0	0.00440957451986255	0.00423410645753379	0	0.000505669331155065	0.00814012096774194	0	0.00394630080401269	0.000157698858260266	0.0100762935860294	0	0.00821742639428973	0.00296827021494371	0.000796408919779902	0.0165411854782109	0.00623301152872809	0.00142210324887853	0.00788560911729313	0	0.0108943150796946	0.0032969679008687	0.00570944533673627	0.00449921293141931	0.000457930960173475	0.00706969999093628	0	0	0.00337689372036544	0	0.00060099163619973	0	0	0	0	0.00388154850650352	0	0.00020525188254461	0	0	0.000295154546199885	0	0	0	0	0	0	0.00492234169653524	0.000126119308866187	0.00033985046579505	0	0.000430396090990797	0	0	0	0.000471407332197121	0	0.0020351884468791
"ASV70"	0.0033520980979771	46	NA	0.0372625887248253	0.0372625887248253	TRUE	"Bacteria"	"Cyanobacteria"	"Oxyphotobacteria"	"Synechococcales"	"Cyanobiaceae"	"Synechococcus_CC9902"	"ASV70"	0.0074016361511492	0.00191228565158782	0	0.00466150133367204	0.00128499311610831	0.00577235693218211	0.00590271983981312	0	0.00184763794075889	0.00606098790322581	0.0115595646074897	0.00791104226598805	0	0.00452452128948857	0	0.00410871319714486	0.00354145342886387	0.00144801621778164	0.0130160148025266	0.00338988346299247	0.00613804858155658	0.0061301054717916	0.000811729491147075	0.00280534903322389	0.00461205060290059	0.00471936811071264	0.00512181942062355	0	0.0110318395462962	0	0	0.00675378744073089	0.0045916916116973	0.00106175189061952	0.000936434281880696	0.00160215400705393	0.00413626307182806	0.000804985717995326	0.00683769472006581	0	0	0	0	0.00185291465114372	0.00241054832713755	0.00808609588800991	0	0.00439016339329922	0.00116847000537496	0.00182882223847842	0.0053405017921147	0.00176567032412662	0.00476790212306585	0	0.00549387951441194	0.000763084657509651	0	0.00446126317825708	0.00400091863992941	0.00235725000487035	0.0033520980979771
"ASV72"	0.0023812664465787	50	NA	0.0847395495539377	0.0847395495539377	TRUE	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"NS4_marine_group"	"ASV72"	0.00290952473704714	0.00131665569453588	0	0.00649053727930903	0.00208483577001246	0.00469186516241446	0	0.000139870673423496	0.000554291382227668	0.00233114919354839	0.00490082923451178	0.000682304344619016	0	0.0048707856738882	0	0.00819646357185531	0.0069396110542477	0.00106187855970654	0.0149301346264276	0.00362420720467398	0.00287557642236466	0.00454448927585475	0.000284105321901476	0.00691902227925174	0.0037044583155828	0.00113308838089371	0.00292507577003501	0	0.00334062746824462	0	0	0.00328437608419105	0.00495740156307142	0.00102168578153954	0.00102029406831777	0.000723194517072954	0.00104437207129214	0.000506361983900286	0.00329031926379106	6.96702275894101e-05	0.00119302656729055	0	0	0.000114782323522178	0.00119075278810409	0.00601783147734841	0	0.00308631787423667	0.00128531700591246	0.00438917337234821	0.0022700119474313	0.000614831630722664	0.00365839030826436	0.000128859940958718	0.000645594136486196	0.000807971990304336	0.000328860826098395	0.00206741464358255	0.00392839443497601	0.00377939256979213	0.0023812664465787
"ASV73"	0.00304739849272308	45	NA	0.0299720822351856	0.0299720822351856	TRUE	"Bacteria"	"Cyanobacteria"	"Oxyphotobacteria"	"Synechococcales"	"Cyanobiaceae"	"Synechococcus_CC9902"	"ASV73"	0.0029460459680561	0.00125395780431988	0	0.00171472119903468	0.00115387136956664	0.0102890072130126	0.00106374103120307	0.000656316236833328	0.00231440963105588	0.00462449596774194	0.00525596178773727	0.0040938260677141	0	0.00827571878715128	0	0.00441267412244385	0.0112691914022518	0.00225649193937639	0.0258246666241307	0.00248383166182398	0.0149529973962963	0.00526651093650457	0.00223225610065446	0.00717062308940635	0.00822389746059382	0.00166112956810631	0.00503958837487959	0.000565679421390763	0.00569719413189004	0.000231991648300661	0	0.00726263443969007	0	0.000580958581659739	0.00122994353441047	0.000522925266191213	0.00185513460032156	0.00114256037392885	0	0	0	0	0	0	0.00188777881040892	0	0	0.00514936458161413	0.000969830104461219	0.00772024244957676	0.00181600955794504	0.000756715853197125	0.00142937107672624	0	0.00183551274099016	0.000448873327946853	0	0.00125737498790986	0.00380752076005367	0.00224036157487678	0.00304739849272308
"ASV74"	0.00183331206879146	36	NA	0.00318414298519661	0.00318414298519661	TRUE	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"AEGEAN-169_marine_group"	NA	"ASV74"	0.00958073626801714	0.00127485710105855	0	0.00395020957703544	0	0.00375738579396677	0.000636158851993993	0	0	0.00277217741935484	0.00301862670241668	0	0	0.0024353928369441	0	0.00291383231838335	0	0	0	0.00231199425125754	0.00169397592881118	0.00226516599419551	0	0.00379917223333459	0.00157439478412269	0	0.00103376171792402	0	0.0026932190441662	0	0	0.00228981149531629	0.00470005011580815	0	0.00306088220495332	0.00190255788337654	0.00707699495678223	0	0	0	0.00121868305260862	0	0	0	0.00277358271375465	0.00734993397913039	0.000373526321932999	0.00465423337184354	0.00222009301021243	0.00112341937506532	0.00513739545997611	0.00138731239752806	0.00518771740434209	0.000140574481045874	0.0017722191981974	0	0	0.00525921268981526	0.00309436607801187	0.00356509711480392	0.00183331206879146
"ASV76"	0.00220241231017491	49	NA	0.0694864306342289	0.0694864306342289	TRUE	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	NA	"ASV76"	0.00747467861316712	0.00132710534290521	6.88102704243628e-05	0.00561412422202464	0.00216350881793745	0.00361137339264682	8.34306691139663e-05	7.53149779972671e-05	0.000262559075792053	0.00270917338709677	0.00168687962782108	0	0	0.00189291196805134	0	0.00332260735585439	0.000511770726714432	0.000313736847186022	0.00906016716646462	0.00371793670134658	0.00109794736126651	0.00243505344376018	0	0.00464203494735253	0.00150030561781104	0.00217816989725199	0.000951530672180062	0	0.00111354248941487	0	0	0.00196599976870591	0.00551273889663953	0.00127209896328943	0.000824621233297926	0.00112373301883644	0.00294073188495417	0.00136328226434692	0	0.00011611704598235	0.00157787384706169	0	0.000215144095319079	0	0.00310757434944238	0.00734993397913039	0.000210108556087312	0.00448918963525334	0.00649669322988479	0.00242972097397847	0.00467144563918758	0.000914364989279859	0.00528767342369357	0	0.00130384698153094	0.00114462698626448	0.000315706393054459	0.00414691943127962	0.0114588243826377	0.00409109504977499	0.00220241231017491
"ASV78"	0.00140721853085924	37	NA	0.00420761751615263	0.00420761751615263	TRUE	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Puniceispirillales"	"SAR116_clade"	NA	"ASV78"	0.00399298792364628	0.000595629957051945	0	0.00458529150260384	0.000878515701829148	0.00211231273909531	0	0	0	0.00173891129032258	0.00189995915975638	0.00599321383786974	0	0.00334722238252981	0	0.00272516691647363	0	0	0	0	0.00246776740246568	0.0019961775323848	0	0.00285566919525481	0	0.00106708323249213	0.00364166059723234	0	0.00201991428312465	0	0	0.00150341158783393	0.00509284969320999	0.000520859418039766	0	0.000589681683151793	0.00142914072913661	0.000882887561672293	0.0011953112950491	0	0.00135979372185804	0	0	0.000770681315077478	0.00135048791821561	0.00456887787891889	0	0.00244264730153491	0.00336519361547989	0.000940537151217473	0.00168458781362007	0.000725186025980578	0.00138938866898565	0	0.00511411825765535	0	0	0.00255102040816327	0.00357786077770122	0.00146110537491964	0.00140721853085924
"ASV80"	0.00197759269678607	43	NA	0.0190731432405726	0.0190731432405726	TRUE	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Halieaceae"	"OM60(NOR5)_clade"	"ASV80"	0.00372516556291391	0	0	0.00144798679029595	0	0.00147959233337551	0.011878441515101	0.000107592825710382	0	0.00459929435483871	0.00232611822362697	0.00420447001549015	0	0.00578261521947391	0	0.00428689718783737	0.00616171954964176	0.000349937252630563	0.00100491290754801	0.00507701440309932	0.00109794736126651	0.00520988178664968	0	0.00771156483123876	0.00318583415140121	0.00280521880706695	0.0070013861804854	0	0.00344421281609716	0	0	0.00268301144905748	0.00188272900892603	0	0.000489182087549617	0.000300403876322612	0.00233609542262715	0.000701116593092703	0.00215927201686289	0	0.000705553346247098	0	0.000194654181479167	0.00132819545789948	0	0.011837016090396	0	0.00110579303515432	0.00120352410553621	0.00177657017452189	0.000537634408602151	0.000472947408248203	0.000999560193514853	0	0.000962061850450017	0.000269323996768112	0	0.00120901441145178	0.00117247464674669	0.00144162396992071	0.00197759269678607
"ASV86"	0.00149640931148589	47	NA	0.0460879386859681	0.0460879386859681	TRUE	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"S25-593"	NA	"ASV86"	0.00357908063887807	0.000930018704870581	8.84703476884664e-05	0.00115584910453449	0.00187504097554579	0.000953947688623687	6.25730018354747e-05	0.000107592825710382	0.00038897640858082	0.00410786290322581	0.00122520730862795	0.00184406579626761	0	0.000992624568612288	0	0.00159317450501536	0.00157625383828045	0	0.000653990939832834	0.00199956259568219	0.00328338544226365	0.00121752672188009	0	0.00177378571158999	0.00112985978625276	0.00183714329717718	0.00355942955148838	0.000121217018869449	0.00233067032668229	0	0	0.00104082340696195	0.00441560904251717	0.000721189963439675	0	0.000990220184915275	0.00193758502700251	0	0	0	0.000808179287519403	0	0.000174164267639255	0.000229564647044355	0.00187325743494424	0.0029095923065238	0	0.00371348407327942	0.0093010212427847	0.00131936461490229	0.00657108721624851	0.000536007062681296	0.00184918635800248	0	0.00122789473017963	0.000807971990304336	0.000368324125230203	0.00262356127285037	0.00577776166128779	0.00220139876487892	0.00149640931148589
"ASV89"	0.00210581102347805	49	NA	0.0694864306342289	0.0694864306342289	TRUE	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"NS9_marine_group"	NA	"ASV89"	0.00608687183482665	0.0010658641336719	0	0.00847199288708243	0.00174391922900413	0.0033485510702709	0.00283664274987485	6.4555695426229e-05	0.00019448820429041	0.000113407258064516	0.000106539765967647	0.000221287895552113	0	0.00174286406814483	0	0.00081755007494209	0.00253838280450358	8.4467612703929e-05	0.0140368787086072	0.00170275252288562	0.00333566864994301	0.00329864797904721	0	0.00353499138267225	0.000444534997869936	0.00099007722602363	0.00291332847778587	0	0.00160557289171447	8.69968681127479e-05	0	0.000601364635133572	0.00255996965961885	0.00082135523613963	0.001453569631576	0.000489547057710922	0.0108147476329857	0.000467411062061802	0.00399722379312118	0	0.000795351044860365	0	0	0.000295154546199885	0.0010019749070632	0.00800430012035663	0	0.00287176101666942	0.0045920871211236	0.00178963319051103	0.00778972520908005	0.00143460713835288	0.00143936667866139	0	0.00216463916351254	0.000448873327946853	0.000118389897395422	0.00361495309024084	0.00462946174952557	0.00276635950984785	0.00210581102347805
"ASV93"	0.00130810387163869	37	NA	0.0384489186820849	0.0384489186820849	TRUE	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"NS9_marine_group"	NA	"ASV93"	0.00251996493961823	0.000961367649978578	0	0.00093992124984123	0.00131121746541664	0.00247247666235119	0.00162689804772234	0.000312019194560107	0	0.0012726814516129	0.00369337855354511	0.0016227779007155	0	0.00197370699107792	0	0.00202291236492081	0.0024360286591607	0	0.0102564920564027	0.00134345611897397	0.00375393431137787	0.00164224534579175	0	0.00340919097759495	0	0.00102307980022442	0.00467542231515636	0	0	0	0	0.00259049381288308	0.00186918419591218	0.000370611508989833	0	0	0.0019101015514422	0	0.00105393038918308	6.96702275894101e-05	0.00144959142047131	0	0	0	0.00135048791821561	0	0	0.0026076910381251	0	0.000953600167206605	0.00221027479091995	0.000930129902888132	0.00333853104633961	0	0	0	0.000328860826098395	0.00292581487571332	0.00325150185541091	0.00200658471488964	0.00130810387163869
"ASV94"	0.0015179263839798	43	NA	0.0190731432405726	0.0190731432405726	TRUE	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Cytophagales"	"Cyclobacteriaceae"	"Marinoscillum"	"ASV94"	0.00259300740163615	0.000710576089114601	2.94901158961555e-05	0.00350565222913756	0.000694945256670819	0.00454585276109451	0	0	0.000418149639224381	0.00258316532258065	0.00616154979846228	0	0	0.0020545020141045	0	0.00476904210382886	0.000470829068577277	0.000446471667149339	0.00845402922222931	0.00156215827787671	0.00219589472253302	0.00123168400934381	0	0.00587487891711011	0.00116690436940858	0.00111108666475985	0.00229072198858163	0	0.00168326190260388	8.69968681127479e-05	0	0.00205851740488031	0.00339974806647794	0.000540892472579757	0	0	0.00230861194706683	0	0.000102822476993471	0	0.000949289956768822	0	0	0	0.00225081319702602	0.00264083478423445	0	0.00295428288496452	0.00195134490897619	0.00262566621381545	0.00246117084826762	0.00116660360701223	0.00220902802766783	0	0.00237983720900794	0.000774306490708322	0.000526177321757432	0.00233339781410194	0.0015350956715137	0.00126629132493035	0.0015179263839798
